,id,year,month,day,country,state,latitude,longitude,target,weapon,casualties,injuries,total
1185,1.97E+11,1972,2,22,India,Delhi,28.632381,77.220004,Airports & Aircraft,Explosives/Bombs/Dynamite,0,0,0
2688,1.98E+11,1975,1,2,India,Bihar,25.863042,85.781004,Government (General),Explosives/Bombs/Dynamite,4,0,4
3780,1.98E+11,1976,5,26,India,Delhi,28.632381,77.220004,Airports & Aircraft,Explosives/Bombs/Dynamite,0,0,0
5251,1.98E+11,1977,9,28,India,Maharashtra,19.075984,72.877656,Airports & Aircraft,Firearms,0,0,0
7261,1.98E+11,1979,1,13,India,Assam,26.200605,92.937574,Police,Firearms,0,0,0
7266,1.98E+11,1979,1,14,India,Manipur,24.817011,93.936844,Government (General),Firearms,3,0,3
8098,1.98E+11,1979,4,26,India,Manipur,24.663717,93.906269,Police,Firearms,4,0,4
8609,1.98E+11,1979,6,14,India,Mizoram,23.164543,92.937574,Government (General),Firearms,1,0,1
8755,1.98E+11,1979,7,1,India,Assam,26.200604,92.937574,Government (General),Firearms,2,2,4
8760,1.98E+11,1979,7,2,India,Mizoram,23.727107,92.717639,Police,Unknown,0,0,0
8761,1.98E+11,1979,7,2,India,Mizoram,23.727107,92.717639,Telecommunication,Unknown,0,0,0
8977,1.98E+11,1979,8,8,India,Andhra Pradesh,16.435329,77.831725,Private Citizens & Property,Unknown,1,1,2
9037,1.98E+11,1979,8,19,India,Unknown,,,Police,Firearms,1,0,1
9040,1.98E+11,1979,8,20,India,Mizoram,23.469545,93.337934,Police,Firearms,1,0,1
9070,1.98E+11,1979,8,25,India,Mizoram,23.727107,92.717639,Government (General),Firearms,1,0,1
9072,1.98E+11,1979,8,26,India,Jharkhand,22.804567,86.202875,Religious Figures/Institutions,Explosives/Bombs/Dynamite,1,0,1
9081,1.98E+11,1979,8,27,India,Delhi,28.632381,77.220004,Government (General),Firearms,1,1,2
9082,1.98E+11,1979,8,27,India,Delhi,28.632381,77.220004,Police,Firearms,1,0,1
9090,1.98E+11,1979,8,29,India,Jharkhand,22.804567,86.202875,Private Citizens & Property,Explosives/Bombs/Dynamite,3,14,17
9137,1.98E+11,1979,9,8,India,Tamil Nadu,13.08268,80.270718,Transportation,Explosives/Bombs/Dynamite,3,0,3
9237,1.98E+11,1979,9,22,India,Manipur,24.663717,93.906269,Police,Firearms,4,0,4
9691,1.98E+11,1979,12,5,India,Uttar Pradesh,26.846709,80.946159,Government (General),Firearms,0,0,0
9732,1.98E+11,1979,12,12,India,Manipur,24.663717,93.906269,Government (General),Unknown,1,0,1
9801,1.98E+11,1979,12,20,India,Bihar,25.096074,85.313119,Police,Firearms,3,1,4
9841,1.98E+11,1980,1,1,India,Manipur,24.817011,93.936844,Government (General),Unknown,1,0,1
9887,1.98E+11,1980,1,9,India,Manipur,24.663717,93.906269,Government (General),Firearms,2,4,6
10407,1.98E+11,1980,3,21,India,Unknown,,,Educational Institution,Firearms,1,0,1
10414,1.98E+11,1980,3,21,India,Uttar Pradesh,25.410833,78.739167,NGO,Incendiary,4,3,7
10522,1.98E+11,1980,4,4,India,West Bengal,22.572646,88.363895,Transportation,Explosives/Bombs/Dynamite,2,6,8
10744,1.98E+11,1980,4,25,India,Delhi,28.632381,77.220004,Private Citizens & Property,Firearms,1,0,1
11647,1.98E+11,1980,8,27,India,Tamil Nadu,12.492222,78.567778,Police,Explosives/Bombs/Dynamite,6,0,6
12187,1.98E+11,1980,11,8,India,Assam,26.200605,92.937574,Utilities,Explosives/Bombs/Dynamite,0,0,0
12391,1.98E+11,1980,12,13,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,0,0
12439,1.98E+11,1980,12,19,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,0,0
12590,1.98E+11,1981,1,15,India,Manipur,24.663717,93.906269,Police,Unknown,6,5,11
12691,1.98E+11,1981,1,28,India,Assam,26.200605,92.937574,Military,Explosives/Bombs/Dynamite,0,0,0
12830,1.98E+11,1981,2,13,India,Assam,26.200605,92.937574,Utilities,Explosives/Bombs/Dynamite,0,0,0
13049,1.98E+11,1981,3,18,India,Assam,26.179222,91.753346,Government (General),Explosives/Bombs/Dynamite,0,0,0
13175,1.98E+11,1981,4,5,India,Assam,26.179222,91.753346,Utilities,Explosives/Bombs/Dynamite,0,0,0
13177,1.98E+11,1981,4,6,India,Assam,26.75602,94.20945,Government (General),Explosives/Bombs/Dynamite,1,0,1
13300,1.98E+11,1981,4,27,India,Nagaland,26.158435,94.562443,Government (General),Firearms,3,0,3
13639,1.98E+11,1981,6,14,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,0,0
13875,1.98E+11,1981,7,24,India,Unknown,,,Transportation,Explosives/Bombs/Dynamite,0,0,0
14058,1.98E+11,1981,8,15,India,Manipur,24.663717,93.906269,Private Citizens & Property,Explosives/Bombs/Dynamite,0,2,2
14059,1.98E+11,1981,8,15,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,0,0
14205,1.98E+11,1981,9,1,India,Manipur,24.663717,93.906269,Government (General),Unknown,9,3,12
14287,1.98E+11,1981,9,15,India,Gujarat,21.214186,73.243362,Military,Unknown,1,0,1
14371,1.98E+11,1981,9,29,India,Delhi,28.632381,77.220004,Airports & Aircraft,Firearms,0,0,0
14476,1.98E+11,1981,10,16,India,Chandigarh,30.733315,76.779418,Government (General),Firearms,1,2,3
14809,1.98E+11,1981,11,29,India,Chandigarh,30.733315,76.779418,Religious Figures/Institutions,Explosives/Bombs/Dynamite,3,0,3
15434,1.98E+11,1982,2,19,India,Manipur,24.663717,93.906269,Military,Unknown,20,5,25
16306,1.98E+11,1982,6,4,India,West Bengal,22.986757,87.854975,Violent Political Party,Unknown,6,2,8
16336,1.98E+11,1982,6,9,India,Assam,26.179222,91.753346,Private Citizens & Property,Explosives/Bombs/Dynamite,19,50,69
16361,1.98E+11,1982,6,14,India,Delhi,28.632381,77.220004,Government (Diplomatic),Firearms,1,0,1
16365,1.98E+11,1982,6,15,India,Mizoram,23.727107,92.717639,Government (General),Firearms,1,0,1
16387,1.98E+11,1982,6,20,India,Mizoram,23.164543,92.937574,Unknown,Firearms,4,0,4
16794,1.98E+11,1982,8,20,India,Rajasthan,26.292047,73.032411,Airports & Aircraft,Firearms,1,1,2
16829,1.98E+11,1982,8,26,India,Maharashtra,19.075984,72.877656,Government (Diplomatic),Firearms,0,0,0
17051,1.98E+11,1982,10,0,India,Punjab,31.633979,74.872264,Government (General),Unknown,5,0,5
17234,1.98E+11,1982,10,25,India,Manipur,24.2355,93.025391,Police,Firearms,6,0,6
17247,1.98E+11,1982,10,26,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Explosives/Bombs/Dynamite,1,35,36
17384,1.98E+11,1982,11,18,India,Delhi,28.632381,77.220004,Government (Diplomatic),Explosives/Bombs/Dynamite,0,0,0
17492,1.98E+11,1982,12,10,India,Maharashtra,19.075984,72.877656,Private Citizens & Property,Explosives/Bombs/Dynamite,0,9,9
17913,1.98E+11,1983,1,31,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,0,0
17947,1.98E+11,1983,2,3,India,Delhi,28.632381,77.220004,Airports & Aircraft,Explosives/Bombs/Dynamite,0,0,0
17948,1.98E+11,1983,2,3,India,Delhi,28.632381,77.220004,Airports & Aircraft,Explosives/Bombs/Dynamite,0,1,1
18003,1.98E+11,1983,2,11,India,Delhi,28.632381,77.220004,Government (Diplomatic),Unknown,0,0,0
18028,1.98E+11,1983,2,15,India,Assam,26.179222,91.753346,Private Citizens & Property,Explosives/Bombs/Dynamite,0,13,13
18029,1.98E+11,1983,2,15,India,Assam,26.1829,91.7474,Government (General),Unknown,1,0,1
18171,1.98E+11,1983,3,8,India,Delhi,28.632381,77.220004,Private Citizens & Property,Explosives/Bombs/Dynamite,0,7,7
18172,1.98E+11,1983,3,8,India,Delhi,28.632381,77.220004,Transportation,Explosives/Bombs/Dynamite,0,1,1
18207,1.98E+11,1983,3,15,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,6,6
18208,1.98E+11,1983,3,15,India,Assam,26.179222,91.753346,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
18263,1.98E+11,1983,3,21,India,Punjab,31.780193,75.451952,Religious Figures/Institutions,Unknown,0,1,1
18264,1.98E+11,1983,3,21,India,Punjab,30.663937,74.401789,Private Citizens & Property,Firearms,1,1,2
18268,1.98E+11,1983,3,21,India,Punjab,31.818914,75.376351,Private Citizens & Property,Firearms,0,6,6
18340,1.98E+11,1983,3,30,India,Punjab,31.147131,75.341218,Private Citizens & Property,Explosives/Bombs/Dynamite,0,2,2
18341,1.98E+11,1983,3,30,India,Chhattisgarh,21.656917,82.159196,Private Citizens & Property,Explosives/Bombs/Dynamite,10,0,10
18342,1.98E+11,1983,3,30,India,Assam,26.179222,91.753346,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
18399,1.98E+11,1983,4,7,India,Assam,26.179222,91.753346,Private Citizens & Property,Explosives/Bombs/Dynamite,2,1,3
18407,1.98E+11,1983,4,8,India,Assam,26.179222,91.753346,Transportation,Explosives/Bombs/Dynamite,0,0,0
18422,1.98E+11,1983,4,9,India,Uttar Pradesh,26.449923,80.331874,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
18423,1.98E+11,1983,4,9,India,Assam,26.179222,91.753346,Maritime,Explosives/Bombs/Dynamite,0,0,0
18532,1.98E+11,1983,4,25,India,Punjab,31.633979,74.872264,Police,Firearms,2,0,2
19086,1.98E+11,1983,6,26,India,Punjab,31.214128,75.195393,Religious Figures/Institutions,Unknown,1,0,1
19094,1.98E+11,1983,6,27,India,Punjab,31.326015,75.576183,Private Citizens & Property,Explosives/Bombs/Dynamite,2,1,3
19449,1.98E+11,1983,8,15,India,Punjab,30.476639,74.511172,Police,Firearms,2,0,2
19729,1.98E+11,1983,9,21,India,Punjab,31.326015,75.576183,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,0,0
19730,1.98E+11,1983,9,21,India,Punjab,30.900965,75.857276,Police,Firearms,2,1,3
19732,1.98E+11,1983,9,21,India,Punjab,31.633979,74.872264,Business,Unknown,0,0,0
19733,1.98E+11,1983,9,21,India,Punjab,31.633979,74.872264,Business,Unknown,0,0,0
19756,1.98E+11,1983,9,23,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,1,0,1
19771,1.98E+11,1983,9,26,India,Punjab,31.633979,74.872264,Police,Firearms,3,0,3
19903,1.98E+11,1983,10,13,India,Delhi,28.658188,77.227403,Business,Explosives/Bombs/Dynamite,4,24,28
19904,1.98E+11,1983,10,13,India,Delhi,28.658188,77.227403,Business,Explosives/Bombs/Dynamite,4,24,28
19910,1.98E+11,1983,10,14,India,Delhi,28.632381,77.220004,Transportation,Explosives/Bombs/Dynamite,0,19,19
19912,1.98E+11,1983,10,14,India,Punjab,31.448943,74.925262,Police,Firearms,0,1,1
19922,1.98E+11,1983,10,15,India,Chandigarh,30.733315,76.779418,Private Citizens & Property,Explosives/Bombs/Dynamite,3,24,27
19958,1.98E+11,1983,10,17,India,Chandigarh,30.733315,76.779418,Police,Explosives/Bombs/Dynamite,0,0,0
19959,1.98E+11,1983,10,17,India,Chandigarh,30.733315,76.779418,Police,Explosives/Bombs/Dynamite,0,0,0
19960,1.98E+11,1983,10,17,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,0,14,14
19961,1.98E+11,1983,10,17,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,1,1,2
20008,1.98E+11,1983,10,25,India,Delhi,28.632381,77.220004,Government (Diplomatic),Firearms,0,1,1
20111,1.98E+11,1983,11,7,India,Assam,26.200605,92.937574,Transportation,Explosives/Bombs/Dynamite,14,60,74
20117,1.98E+11,1983,11,7,India,Delhi,28.632381,77.220004,Airports & Aircraft,Unknown,0,0,0
20191,1.98E+11,1983,11,15,India,Assam,26.179222,91.753346,Police,Explosives/Bombs/Dynamite,1,6,7
20230,1.98E+11,1983,11,18,India,Punjab,31.147131,75.341218,Transportation,Firearms,4,0,4
20231,1.98E+11,1983,11,19,India,Assam,26.179222,91.753346,Government (General),Firearms,0,1,1
20284,1.98E+11,1983,11,28,India,Punjab,31.326015,75.576183,Government (General),Firearms,0,1,1
20438,1.98E+11,1983,12,20,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,1,0,1
20779,1.98E+11,1984,2,0,India,Punjab,31.147131,75.341218,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
20780,1.98E+11,1984,2,0,India,Punjab,31.147131,75.341218,Private Citizens & Property,Unknown,2,0,2
20792,1.98E+11,1984,2,1,India,Tripura,23.940848,91.988153,Military,Unknown,4,0,4
20850,1.98E+11,1984,2,7,India,Nagaland,25.906267,93.72759,Government (General),Firearms,1,0,1
20937,1.98E+11,1984,2,15,India,Punjab,31.147131,75.341218,Police,Unknown,1,0,1
20949,1.98E+11,1984,2,16,India,Punjab,31.147131,75.341218,Police,Melee,1,0,1
20950,1.98E+11,1984,2,16,India,Punjab,31.147131,75.341218,Police,Explosives/Bombs/Dynamite,1,1,2
20981,1.98E+11,1984,2,20,India,Punjab,30.210994,74.945474,Religious Figures/Institutions,Incendiary,0,0,0
20982,1.98E+11,1984,2,20,India,Punjab,30.210994,74.945474,Religious Figures/Institutions,Incendiary,0,0,0
20983,1.98E+11,1984,2,20,India,Punjab,30.210994,74.945474,Religious Figures/Institutions,Incendiary,0,0,0
20986,1.98E+11,1984,2,21,India,Punjab,31.633979,74.872264,Police,Explosives/Bombs/Dynamite,0,0,0
20987,1.98E+11,1984,2,21,India,Punjab,31.534899,75.910571,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,0,0
21026,1.98E+11,1984,2,26,India,Haryana,29.980676,76.584475,Private Citizens & Property,Firearms,3,1,4
21027,1.98E+11,1984,2,26,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,5,0,5
21061,1.98E+11,1984,2,29,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Explosives/Bombs/Dynamite,3,35,38
21243,1.98E+11,1984,3,15,India,Manipur,24.817011,93.936844,Military,Unknown,14,40,54
21349,1.98E+11,1984,3,23,India,Punjab,31.147131,75.341218,Transportation,Explosives/Bombs/Dynamite,0,0,0
21351,1.98E+11,1984,3,23,India,Punjab,30.933135,74.622476,Religious Figures/Institutions,Firearms,1,0,1
21362,1.98E+11,1984,3,25,India,Punjab,31.147131,75.341218,Private Citizens & Property,Unknown,1,0,1
21403,1.98E+11,1984,3,28,India,Punjab,31.147131,75.341218,Police,Explosives/Bombs/Dynamite,0,1,1
21408,1.98E+11,1984,3,28,India,Delhi,28.632381,77.220004,Government (General),Firearms,2,1,3
21409,1.98E+11,1984,3,28,India,Punjab,31.147131,75.341218,Business,Firearms,0,1,1
21432,1.98E+11,1984,3,30,India,Punjab,31.633979,74.872264,Private Citizens & Property,Firearms,4,0,4
21433,1.98E+11,1984,3,30,India,Delhi,28.658188,77.227403,Private Citizens & Property,Unknown,1,0,1
21434,1.98E+11,1984,3,30,India,Tripura,23.807118,91.563953,Utilities,Firearms,0,0,0
21453,1.98E+11,1984,4,1,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Explosives/Bombs/Dynamite,2,20,22
21478,1.98E+11,1984,4,2,India,Punjab,31.633979,74.872264,Government (General),Unknown,3,0,3
21491,1.98E+11,1984,4,3,India,Chandigarh,30.733315,76.779418,Government (General),Firearms,1,0,1
21499,1.98E+11,1984,4,4,India,Punjab,31.147131,75.341218,Private Citizens & Property,Explosives/Bombs/Dynamite,0,5,5
21516,1.98E+11,1984,4,5,India,Rajasthan,27.023803,74.217933,Business,Unknown,2,0,2
21527,1.98E+11,1984,4,7,India,Punjab,31.147131,75.341218,Private Citizens & Property,Explosives/Bombs/Dynamite,0,3,3
21534,1.98E+11,1984,4,8,India,Punjab,30.210994,74.945474,Religious Figures/Institutions,Explosives/Bombs/Dynamite,1,1,2
21535,1.98E+11,1984,4,8,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,3,3
21537,1.98E+11,1984,4,8,India,Punjab,30.210994,74.945474,Private Citizens & Property,Firearms,1,0,1
21541,1.98E+11,1984,4,8,India,Punjab,30.966064,76.523162,Educational Institution,Incendiary,0,0,0
21578,1.98E+11,1984,4,11,India,Punjab,31.052128,76.117499,Business,Firearms,2,0,2
21579,1.98E+11,1984,4,11,India,Punjab,30.34,76.38,Business,Unknown,1,0,1
21580,1.98E+11,1984,4,11,India,Punjab,31.633979,74.872264,Business,Unknown,1,0,1
21583,1.98E+11,1984,4,11,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,0,0
21584,1.98E+11,1984,4,11,India,Punjab,31.147131,75.341218,Transportation,Incendiary,0,0,0
21585,1.98E+11,1984,4,11,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,2,5,7
21587,1.98E+11,1984,4,12,India,Haryana,28.831237,76.39556,Journalists & Media,Firearms,1,0,1
21598,1.98E+11,1984,4,14,India,Punjab,31.633979,74.872264,Terrorists/Non-State Militia,Firearms,1,0,1
21599,1.98E+11,1984,4,14,India,Punjab,31.633979,74.872264,Terrorists/Non-State Militia,Firearms,1,0,1
21609,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21610,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21611,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21612,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21613,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21614,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21615,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21616,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21617,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21618,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21619,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21620,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21621,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21622,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21623,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21624,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21625,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21626,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21627,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21628,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21629,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21630,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21631,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21632,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21633,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21634,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21635,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21636,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21637,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21638,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21639,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21640,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21641,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21642,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21643,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21644,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21645,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Transportation,Firearms,0,0,0
21646,1.98E+11,1984,4,15,India,Punjab,31.147131,75.341218,Government (General),Incendiary,0,0,0
21654,1.98E+11,1984,4,16,India,Punjab,31.633979,74.872264,Terrorists/Non-State Militia,Firearms,1,0,1
21655,1.98E+11,1984,4,16,India,Punjab,31.633979,74.872264,Violent Political Party,Unknown,1,0,1
21656,1.98E+11,1984,4,16,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,1,0,1
21667,1.98E+11,1984,4,17,India,Jammu and Kashmir,33.315527,74.622476,Private Citizens & Property,Unknown,2,0,2
21670,1.98E+11,1984,4,17,India,Chandigarh,30.733315,76.779418,Private Citizens & Property,Explosives/Bombs/Dynamite,1,7,8
21678,1.98E+11,1984,4,19,India,Punjab,31.147131,75.341218,Transportation,Explosives/Bombs/Dynamite,0,0,0
21681,1.98E+11,1984,4,19,India,Haryana,30.378179,76.776697,Police,Firearms,2,0,2
21703,1.98E+11,1984,4,21,India,Unknown,,,Terrorists/Non-State Militia,Unknown,1,0,1
21706,1.98E+11,1984,4,21,India,Unknown,,,Transportation,Incendiary,0,0,0
21713,1.98E+11,1984,4,22,India,Punjab,31.800654,75.788018,Religious Figures/Institutions,Firearms,1,3,4
21720,1.98E+11,1984,4,22,India,Himachal Pradesh,30.464581,77.640726,Business,Firearms,3,10,13
21735,1.98E+11,1984,4,23,India,Punjab,31.147131,75.341218,Military,Melee,1,0,1
21741,1.98E+11,1984,4,23,India,Punjab,30.954424,74.612085,Police,Unknown,6,8,14
21747,1.98E+11,1984,4,24,India,Punjab,31.147131,75.341218,Police,Unknown,2,0,2
21748,1.98E+11,1984,4,24,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Melee,1,0,1
21771,1.98E+11,1984,4,26,India,Punjab,31.633979,74.872264,Business,Firearms,1,0,1
21772,1.98E+11,1984,4,26,India,Punjab,31.147131,75.341218,Business,Firearms,1,0,1
21804,1.98E+11,1984,4,30,India,Punjab,31.147131,75.341218,Police,Firearms,2,2,4
21823,1.98E+11,1984,5,1,India,Tripura,23.940848,91.988153,Police,Firearms,3,0,3
21834,1.98E+11,1984,5,2,India,Punjab,31.147131,75.341218,Government (General),Firearms,0,1,1
21862,1.98E+11,1984,5,5,India,Haryana,29.058776,76.085601,Transportation,Firearms,0,0,0
21867,1.98E+11,1984,5,6,India,Punjab,31.633979,74.872264,Police,Explosives/Bombs/Dynamite,1,4,5
21870,1.98E+11,1984,5,7,India,Punjab,30.933135,74.622476,Government (General),Unknown,1,1,2
21901,1.98E+11,1984,5,10,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,1,0,1
21931,1.98E+11,1984,5,12,India,Punjab,31.147131,75.341218,Journalists & Media,Firearms,1,0,1
21945,1.98E+11,1984,5,13,India,Punjab,31.147131,75.341218,Transportation,Unknown,1,5,6
21947,1.98E+11,1984,5,14,India,Unknown,,,Business,Explosives/Bombs/Dynamite,3,0,3
21955,1.98E+11,1984,5,14,India,Punjab,31.633979,74.872264,Religious Figures/Institutions,Firearms,3,0,3
22016,1.98E+11,1984,5,18,India,Manipur,24.663717,93.906269,Business,Unknown,0,0,0
22017,1.98E+11,1984,5,18,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Firearms,1,0,1
22020,1.98E+11,1984,5,18,India,Punjab,31.147131,75.341218,Private Citizens & Property,Incendiary,0,0,0
22031,1.98E+11,1984,5,20,India,Jammu and Kashmir,32.726602,74.857026,Transportation,Explosives/Bombs/Dynamite,1,0,1
22033,1.98E+11,1984,5,20,India,Punjab,31.147131,75.341218,Government (General),Firearms,0,1,1
22047,1.98E+11,1984,5,21,India,Punjab,30.954424,74.612085,Police,Firearms,1,0,1
22048,1.98E+11,1984,5,21,India,Punjab,29.999507,75.393681,Religious Figures/Institutions,Unknown,1,0,1
22049,1.98E+11,1984,5,21,India,Punjab,30.81646,75.171709,Transportation,Unknown,4,10,14
22052,1.98E+11,1984,5,22,India,Punjab,31.633979,74.872264,Police,Explosives/Bombs/Dynamite,0,2,2
22064,1.98E+11,1984,5,23,India,Punjab,31.147131,75.341218,Private Citizens & Property,Firearms,3,4,7
22078,1.98E+11,1984,5,25,India,Punjab,30.954424,74.612085,Government (General),Firearms,1,0,1
22088,1.98E+11,1984,5,29,India,Punjab,31.147131,75.341218,Military,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",2,0,2
22092,1.98E+11,1984,5,29,India,Punjab,31.147131,75.341218,Government (General),Incendiary,0,0,0
22097,1.98E+11,1984,5,29,India,Punjab,31.147131,75.341218,Transportation,Explosives/Bombs/Dynamite,0,0,0
22101,1.98E+11,1984,5,30,India,Punjab,31.633979,74.872264,Government (General),Firearms,2,0,2
22102,1.98E+11,1984,5,30,India,Punjab,31.448943,74.925262,Police,Firearms,2,0,2
22105,1.98E+11,1984,5,30,India,Punjab,31.8186,75.2028,Private Citizens & Property,Firearms,0,2,2
22109,1.98E+11,1984,6,1,India,Punjab,31.958504,75.323245,Religious Figures/Institutions,Firearms,4,8,12
22113,1.98E+11,1984,6,2,India,Punjab,30.34,76.38,Private Citizens & Property,Unknown,3,0,3
22114,1.98E+11,1984,6,2,India,Punjab,31.524624,75.905947,Government (General),Unknown,1,0,1
22115,1.98E+11,1984,6,2,India,Punjab,31.558333,75.294722,Private Citizens & Property,Firearms,1,0,1
22116,1.98E+11,1984,6,2,India,Punjab,29.886653,76.019607,Private Citizens & Property,Firearms,1,0,1
22210,1.98E+11,1984,6,15,India,Assam,26.652846,92.792524,Business,Explosives/Bombs/Dynamite,1,21,22
22213,1.98E+11,1984,6,15,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Melee,1,0,1
22225,1.98E+11,1984,6,16,India,Punjab,31.147131,75.341218,Government (General),Firearms,1,0,1
22282,1.98E+11,1984,6,21,India,Haryana,29.058776,76.085601,Business,Unknown,0,3,3
22309,1.98E+11,1984,6,24,India,Punjab,32.040763,75.401886,Private Citizens & Property,Explosives/Bombs/Dynamite,1,2,3
22310,1.98E+11,1984,6,24,India,Assam,26.736229,93.046353,Police,Unknown,0,3,3
22311,1.98E+11,1984,6,24,India,Assam,26.652846,92.792524,Transportation,Explosives/Bombs/Dynamite,0,0,0
22314,1.98E+11,1984,6,24,India,Punjab,31.147131,75.341218,Religious Figures/Institutions,Melee,1,0,1
22315,1.98E+11,1984,6,24,India,Punjab,31.8186,75.2028,Private Citizens & Property,Firearms,3,0,3
22343,1.98E+11,1984,6,27,India,Assam,26.652846,92.792524,Private Citizens & Property,Explosives/Bombs/Dynamite,0,21,21
22402,1.98E+11,1984,7,5,India,Unknown,,,Airports & Aircraft,Firearms,0,2,2
22609,1.98E+11,1984,7,21,India,Unknown,,,Unknown,Sabotage Equipment,0,0,0
