,id,year,month,day,country,state,latitude,longitude,target,weapon,casualties,injuries,total
133938,2.01E+11,2014,7,1,India,Kerala,11.831884,75.565515,Police,Explosives/Bombs/Dynamite,0,0,0
133947,2.01E+11,2014,7,1,India,Mizoram,23.727107,92.717639,Government (General),Explosives/Bombs/Dynamite,0,0,0
133968,2.01E+11,2014,7,2,India,Meghalaya,25.328751,90.561061,Private Citizens & Property,Firearms,1,0,1
133991,2.01E+11,2014,7,2,India,Assam,26.686673,90.575337,Transportation,Explosives/Bombs/Dynamite,0,0,0
134007,2.01E+11,2014,7,3,India,Jammu and Kashmir,33.780898,74.784727,Police,Firearms,0,0,0
134057,2.01E+11,2014,7,3,India,Meghalaya,25.924852,90.898224,Business,Firearms,0,0,0
134095,2.01E+11,2014,7,4,India,Bihar,25.214671,83.941312,Police,Firearms,1,0,1
134173,2.01E+11,2014,7,5,India,Assam,26.605271,93.634392,Government (General),Firearms,0,3,3
134218,2.01E+11,2014,7,6,India,Odisha,17.984938,81.581726,Private Citizens & Property,Firearms,1,0,1
134223,2.01E+11,2014,7,6,India,Assam,26.686599,90.575437,Transportation,Explosives/Bombs/Dynamite,0,3,3
134224,2.01E+11,2014,7,6,India,Assam,26.494385,90.701032,Unknown,Explosives/Bombs/Dynamite,0,0,0
134236,2.01E+11,2014,7,6,India,Chhattisgarh,18.391172,81.659233,Military,Firearms,0,2,2
134275,2.01E+11,2014,7,7,India,Jharkhand,22.370811,85.4253,Private Citizens & Property,Unknown,0,0,0
134308,2.01E+11,2014,7,7,India,Andhra Pradesh,17.688362,83.22268,Government (General),Unknown,0,0,0
134361,2.01E+11,2014,7,8,India,Manipur,24.808457,93.924102,Government (General),Explosives/Bombs/Dynamite,0,0,0
134362,2.01E+11,2014,7,8,India,Manipur,24.597387,93.775257,Government (General),Explosives/Bombs/Dynamite,0,0,0
134373,2.01E+11,2014,7,8,India,Manipur,24.299358,93.258363,Business,Incendiary,0,0,0
134398,2.01E+11,2014,7,9,India,Jharkhand,24.721813,87.764246,Private Citizens & Property,Firearms,1,0,1
134401,2.01E+11,2014,7,9,India,Jammu and Kashmir,34.404166,74.282486,Military,Firearms,1,1,2
134416,2.01E+11,2014,7,8,India,Manipur,24.676563,94.262656,Military,Explosives/Bombs/Dynamite,0,2,2
134447,2.01E+11,2014,7,10,India,Maharashtra,18.515879,73.85804,Police,Explosives/Bombs/Dynamite,0,5,5
134507,2.01E+11,2014,7,11,India,Assam,26.610586,90.942951,Private Citizens & Property,Unknown,4,0,4
134570,2.01E+11,2014,7,12,India,Manipur,24.817656,93.938215,Educational Institution,Explosives/Bombs/Dynamite,0,7,7
134590,2.01E+11,2014,7,12,India,Manipur,25.094431,94.361036,Government (General),Firearms,1,2,3
134666,2.01E+11,2014,7,13,India,Chhattisgarh,19.600437,81.671272,Private Citizens & Property,Unknown,1,0,1
134774,2.01E+11,2014,7,15,India,Jammu and Kashmir,33.719493,75.082235,Private Citizens & Property,Incendiary,0,1,1
134837,2.01E+11,2014,7,16,India,Odisha,18.933317,83.257256,Unknown,Explosives/Bombs/Dynamite,0,0,0
134841,2.01E+11,2014,7,16,India,Jammu and Kashmir,33.725507,75.091775,Terrorists/Non-State Militia,Firearms,1,0,1
134842,2.01E+11,2014,7,16,India,Jammu and Kashmir,33.848061,74.869719,Private Citizens & Property,Explosives/Bombs/Dynamite,0,0,0
134920,2.01E+11,2014,7,17,India,Odisha,19.841929,84.667527,Military,Explosives/Bombs/Dynamite,0,0,0
134959,2.01E+11,2014,7,18,India,Jharkhand,22.745079,85.522548,Police,Firearms,1,0,1
134964,2.01E+11,2014,7,18,India,Manipur,25.101289,93.373352,Unknown,Explosives/Bombs/Dynamite,0,0,0
135076,2.01E+11,2014,7,20,India,Meghalaya,25.412671,90.726275,Police,Explosives/Bombs/Dynamite,1,0,1
135153,2.01E+11,2014,7,22,India,Bihar,24.749849,84.369967,Transportation,Explosives/Bombs/Dynamite,0,0,0
135154,2.01E+11,2014,7,22,India,Bihar,26.366837,84.337067,Telecommunication,Melee,0,1,1
135160,2.01E+11,2014,7,22,India,Jammu and Kashmir,32.899421,74.742461,Military,Firearms,1,0,1
135197,2.01E+11,2014,7,23,India,Assam,26.183328,90.626339,Police,Explosives/Bombs/Dynamite,1,3,4
135260,2.01E+11,2014,7,24,India,Bihar,25.562913,86.128547,Police,Explosives/Bombs/Dynamite,0,0,0
135310,2.01E+11,2014,7,25,India,Odisha,20.200051,83.916612,Government (General),Firearms,1,0,1
135312,2.01E+11,2014,7,25,India,Odisha,17.836152,81.429313,Government (General),Firearms,0,0,0
135315,2.01E+11,2014,7,25,India,Meghalaya,25.649798,90.260372,Police,Explosives/Bombs/Dynamite,3,1,4
135317,2.01E+11,2014,7,25,India,Jammu and Kashmir,33.791836,75.106247,Police,Firearms,1,0,1
135346,2.01E+11,2014,7,25,India,Odisha,20.200202,83.917307,Government (General),Firearms,1,0,1
135347,2.01E+11,2014,7,25,India,Jharkhand,23.43,84.68,Private Citizens & Property,Unknown,2,0,2
135348,2.01E+11,2014,7,25,India,Jharkhand,23.192002,84.522219,Private Citizens & Property,Unknown,3,0,3
135366,2.01E+11,2014,7,26,India,Andhra Pradesh,17.866309,82.355742,Business,Explosives/Bombs/Dynamite,0,0,0
135367,2.01E+11,2014,7,26,India,Odisha,18.937891,83.234317,Private Citizens & Property,Melee,1,0,1
135370,2.01E+11,2014,7,26,India,Jammu and Kashmir,34.285858,74.461454,Police,Explosives/Bombs/Dynamite,1,4,5
135382,2.01E+11,2014,7,26,India,Jammu and Kashmir,32.60598,74.730781,Unknown,Explosives/Bombs/Dynamite,0,0,0
135385,2.01E+11,2014,7,26,India,Meghalaya,25.413979,89.848831,Educational Institution,Firearms,0,1,1
135399,2.01E+11,2014,7,26,India,Nagaland,25.8,93.783333,Private Citizens & Property,Firearms,0,0,0
135428,2.01E+11,2014,7,27,India,Odisha,20.30052,85.822303,Private Citizens & Property,Firearms,1,0,1
135434,2.01E+11,2014,7,27,India,Nagaland,25.799767,93.783177,Business,Unknown,0,0,0
135446,2.01E+11,2014,7,27,India,Assam,26.433372,89.902541,Unknown,Explosives/Bombs/Dynamite,0,0,0
135450,2.01E+11,2014,7,27,India,Meghalaya,25.915721,90.64388,Private Citizens & Property,Unknown,0,0,0
135487,2.01E+11,2014,7,28,India,Chhattisgarh,17.938513,81.133357,Military,Firearms,10,8,18
135502,2.01E+11,2014,7,28,India,Manipur,24.89831,93.878077,Unknown,Explosives/Bombs/Dynamite,0,0,0
135531,2.01E+11,2014,7,29,India,Odisha,17.857508,81.436294,Government (General),Explosives/Bombs/Dynamite,1,1,2
135535,2.01E+11,2014,7,29,India,Assam,26.350556,89.893333,Educational Institution,Unknown,0,0,0
135536,2.01E+11,2014,7,29,India,Assam,25.3478,93.017571,Business,Firearms,0,0,0
135570,2.01E+11,2014,7,30,India,Bihar,24.615313,84.228885,Police,Explosives/Bombs/Dynamite,0,0,0
135573,2.01E+11,2014,7,30,India,Meghalaya,25.901638,90.776556,Educational Institution,Firearms,0,0,0
135608,2.01E+11,2014,7,31,India,Nagaland,25.79948,93.783528,Private Citizens & Property,Unknown,0,0,0
135612,2.01E+11,2014,7,31,India,Jammu and Kashmir,34.083536,74.797319,Business,Firearms,1,0,1
135629,2.01E+11,2014,7,29,India,Assam,26.002041,92.851866,Private Citizens & Property,Unknown,0,0,0
135644,2.01E+11,2014,7,31,India,Jharkhand,23.273037,84.421206,Private Citizens & Property,Firearms,2,0,2
135660,2.01E+11,2014,8,1,India,Jammu and Kashmir,34.100407,74.765892,Police,Melee,0,1,1
135683,2.01E+11,2014,8,1,India,Mizoram,23.72677,92.717026,Government (General),Explosives/Bombs/Dynamite,0,0,0
135727,2.01E+11,2014,8,2,India,Jammu and Kashmir,34.16047,74.555116,Police,Melee,0,1,1
135769,2.01E+11,2014,8,2,India,Assam,26.673885,92.85771,Business,Melee,0,5,5
135770,2.01E+11,2014,8,2,India,Assam,26.673492,92.858413,Business,Melee,0,3,3
135779,2.01E+11,2014,8,3,India,Jammu and Kashmir,33.981889,75.014382,Police,Firearms,0,0,0
135781,2.01E+11,2014,8,3,India,Manipur,24.34005,93.848734,Government (General),Unknown,0,0,0
135819,2.01E+11,2014,8,3,India,Jharkhand,23.800816,85.823801,Police,Firearms,1,0,1
135822,2.01E+11,2014,8,4,India,Jharkhand,23.420088,85.219868,Educational Institution,Firearms,0,0,0
135876,2.01E+11,2014,8,5,India,Meghalaya,25.541221,90.031987,Government (General),Firearms,0,0,0
135877,2.01E+11,2014,8,5,India,Assam,26.673885,92.85771,Private Citizens & Property,Melee,0,3,3
135878,2.01E+11,2014,8,5,India,Assam,26.673885,92.85771,Private Citizens & Property,Melee,0,1,1
135918,2.01E+11,2014,8,6,India,Maharashtra,19.639548,79.474944,Police,Firearms,0,2,2
135921,2.01E+11,2014,8,6,India,Jammu and Kashmir,34.400377,73.864189,Military,Firearms,1,0,1
135955,2.01E+11,2014,8,7,India,Bihar,24.750091,84.369767,Police,Firearms,0,0,0
135956,2.01E+11,2014,8,7,India,West Bengal,24.860153,88.019166,Private Citizens & Property,Explosives/Bombs/Dynamite,1,1,2
136042,2.01E+11,2014,8,9,India,Assam,26.350383,92.679591,Unknown,Explosives/Bombs/Dynamite,0,0,0
136081,2.01E+11,2014,8,10,India,Chhattisgarh,18.79771,80.812864,Police,Firearms,2,1,3
136089,2.01E+11,2014,8,10,India,Assam,26.673885,92.85771,Business,Melee,0,2,2
136090,2.01E+11,2014,8,10,India,West Bengal,22.879456,87.781523,Violent Political Party,Explosives/Bombs/Dynamite,0,3,3
136107,2.01E+11,2014,8,11,India,Jammu and Kashmir,34.00601,74.9238,Military,Firearms,0,8,8
136111,2.01E+11,2014,8,11,India,Manipur,24.5,93.77,Government (General),Explosives/Bombs/Dynamite,0,2,2
136126,2.01E+11,2014,8,10,India,Tripura,23.846698,91.909924,Private Citizens & Property,Firearms,0,0,0
136142,2.01E+11,2014,8,12,India,Jammu and Kashmir,33.925059,75.01728,Police,Firearms,1,0,1
136171,2.01E+11,2014,8,12,India,Assam,26.147483,93.931747,Private Citizens & Property,Firearms,1,2,3
136172,2.01E+11,2014,8,12,India,Assam,26.519958,93.969764,Private Citizens & Property,Firearms,0,0,0
136173,2.01E+11,2014,8,12,India,Assam,26.519958,93.969764,Private Citizens & Property,Firearms,0,0,0
136174,2.01E+11,2014,8,12,India,Assam,26.519958,93.969764,Private Citizens & Property,Firearms,0,0,0
136175,2.01E+11,2014,8,12,India,Assam,26.519958,93.969764,Private Citizens & Property,Firearms,0,0,0
136176,2.01E+11,2014,8,12,India,Assam,26.519958,93.969764,Private Citizens & Property,Firearms,0,0,0
136179,2.01E+11,2014,8,12,India,Manipur,24.342683,93.697754,Unknown,Explosives/Bombs/Dynamite,0,0,0
136180,2.01E+11,2014,8,12,India,Meghalaya,25.329775,90.572156,Government (General),Unknown,0,0,0
136198,2.01E+11,2014,8,13,India,Jammu and Kashmir,33.990724,74.926926,Police,Firearms,3,0,3
136213,2.01E+11,2014,8,13,India,Jharkhand,23.755579,84.354205,Business,Explosives/Bombs/Dynamite,0,0,0
136238,2.01E+11,2014,8,13,India,Chhattisgarh,20.270123,81.489606,Military,Firearms,0,2,2
136253,2.01E+11,2014,8,14,India,Odisha,18.343586,81.882528,Military,Explosives/Bombs/Dynamite,0,0,0
136271,2.01E+11,2014,8,14,India,Tamil Nadu,11.2329,78.879868,Transportation,Incendiary,0,9,9
136280,2.01E+11,2014,8,13,India,Jammu and Kashmir,33.131307,75.338108,Private Citizens & Property,Unknown,0,0,0
136306,2.01E+11,2014,8,15,India,Chhattisgarh,18.395223,81.656564,Police,Explosives/Bombs/Dynamite,0,1,1
136340,2.01E+11,2014,8,16,India,Jammu and Kashmir,33.878226,74.947168,Military,Firearms,2,4,6
136341,2.01E+11,2014,8,16,India,Odisha,18.933296,83.257264,Police,Firearms,1,0,1
136342,2.01E+11,2014,8,16,India,Jharkhand,23.755579,84.354205,Educational Institution,Unknown,0,0,0
136362,2.01E+11,2014,8,16,India,Assam,24.553737,92.610254,Private Citizens & Property,Firearms,0,0,0
136363,2.01E+11,2014,8,16,India,Assam,24.560589,92.607715,Private Citizens & Property,Firearms,0,0,0
136364,2.01E+11,2014,8,16,India,Assam,26.346737,92.693853,Unknown,Explosives/Bombs/Dynamite,0,0,0
136387,2.01E+11,2014,8,17,India,Jammu and Kashmir,33.871981,74.898852,Police,Firearms,0,0,0
136388,2.01E+11,2014,8,17,India,Assam,26.37385,91.643891,Unknown,Explosives/Bombs/Dynamite,0,0,0
136389,2.01E+11,2014,8,17,India,Jharkhand,22.908351,85.936127,Private Citizens & Property,Melee,1,0,1
136435,2.01E+11,2014,8,18,India,Chhattisgarh,18.582127,80.693025,Government (General),Firearms,0,0,0
136466,2.01E+11,2014,8,19,India,Manipur,24.851707,93.940833,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,1,1
136474,2.01E+11,2014,8,19,India,Chhattisgarh,18.635556,81.732222,Military,Explosives/Bombs/Dynamite,0,3,3
136479,2.01E+11,2014,8,19,India,Manipur,24.808938,93.924923,Business,Explosives/Bombs/Dynamite,0,0,0
136493,2.01E+11,2014,8,19,India,Chhattisgarh,18.391134,81.659273,Police,Melee,0,2,2
136518,2.01E+11,2014,8,20,India,Assam,26.200604,92.937574,Private Citizens & Property,Firearms,1,0,1
136532,2.01E+11,2014,8,20,India,Jharkhand,23.2672,84.551048,Private Citizens & Property,Melee,1,0,1
136562,2.01E+11,2014,8,21,India,Andhra Pradesh,18.083659,82.383191,Private Citizens & Property,Firearms,1,0,1
136591,2.01E+11,2014,8,22,India,Assam,26.775377,90.303975,Police,Explosives/Bombs/Dynamite,0,0,0
136600,2.01E+11,2014,8,22,India,Chhattisgarh,18.391096,81.659313,Military,Firearms,1,0,1
136614,2.01E+11,2014,8,22,India,West Bengal,23.198102,86.049067,Violent Political Party,Firearms,1,0,1
136615,2.01E+11,2014,8,22,India,Jammu and Kashmir,34.285006,74.467829,Unknown,Explosives/Bombs/Dynamite,0,0,0
136647,2.01E+11,2014,8,23,India,Chhattisgarh,18.889334,80.320046,Police,Firearms,0,1,1
136650,2.01E+11,2014,8,23,India,Jammu and Kashmir,32.769095,74.800996,Military,Firearms,1,0,1
136689,2.01E+11,2014,8,24,India,Odisha,18.549232,82.476606,Police,Explosives/Bombs/Dynamite,0,0,0
136786,2.01E+11,2014,8,25,India,Jharkhand,23.067608,85.2819,Private Citizens & Property,Firearms,2,0,2
136836,2.01E+11,2014,8,27,India,Manipur,24.182749,94.151376,Military,Explosives/Bombs/Dynamite,2,1,3
136850,2.01E+11,2014,8,27,India,Meghalaya,25.866955,90.081609,Private Citizens & Property,Firearms,1,0,1
136859,2.01E+11,2014,8,27,India,Manipur,24.473224,93.743475,Unknown,Explosives/Bombs/Dynamite,0,0,0
136862,2.01E+11,2014,8,27,India,Odisha,17.836991,81.430939,Private Citizens & Property,Firearms,1,0,1
136877,2.01E+11,2014,8,28,India,Meghalaya,25.548502,90.326607,Terrorists/Non-State Militia,Firearms,3,0,3
136885,2.01E+11,2014,8,28,India,Chhattisgarh,18.797727,80.812811,Police,Explosives/Bombs/Dynamite,1,0,1
136886,2.01E+11,2014,8,28,India,West Bengal,22.58,87.05,Unknown,Explosives/Bombs/Dynamite,0,0,0
136910,2.01E+11,2014,8,29,India,Jammu and Kashmir,33.731014,75.148566,Police,Firearms,0,1,1
136912,2.01E+11,2014,8,29,India,Assam,26.538662,90.693912,Military,Explosives/Bombs/Dynamite,0,1,1
136918,2.01E+11,2014,8,29,India,Assam,26.538662,90.693912,Unknown,Explosives/Bombs/Dynamite,0,0,0
136924,2.01E+11,2014,8,29,India,Jharkhand,23.420195,85.325855,Private Citizens & Property,Unknown,1,0,1
136946,2.01E+11,2014,8,30,India,Bihar,25.32123,83.759197,Private Citizens & Property,Firearms,1,0,1
136955,2.01E+11,2014,8,30,India,Jharkhand,23.701814,84.337328,Police,Firearms,0,0,0
136996,2.01E+11,2014,8,31,India,Uttar Pradesh,27.133033,81.964568,Unknown,Explosives/Bombs/Dynamite,0,0,0
136998,2.01E+11,2014,8,31,India,Assam,25.64025,93.101985,Business,Firearms,0,0,0
137054,2.01E+11,2014,9,2,India,Chhattisgarh,19.437492,81.654191,Military,Explosives/Bombs/Dynamite,0,0,0
137062,2.01E+11,2014,9,2,India,Jharkhand,23.668386,84.559235,Police,Firearms,0,0,0
137082,2.01E+11,2014,9,3,India,Odisha,18.304155,82.35831,Private Citizens & Property,Firearms,1,0,1
137096,2.01E+11,2014,9,3,India,Delhi,28.70226,77.107548,Government (General),Firearms,0,0,0
137131,2.01E+11,2014,9,4,India,Tamil Nadu,10.425281,79.31403,Violent Political Party,Explosives/Bombs/Dynamite,0,0,0
137132,2.01E+11,2014,9,4,India,Meghalaya,25.565976,90.527728,Private Citizens & Property,Melee,0,15,15
137134,2.01E+11,2014,9,4,India,Bihar,26.924762,84.626189,Private Citizens & Property,Explosives/Bombs/Dynamite,0,3,3
137188,2.01E+11,2014,9,6,India,Tripura,23.516671,91.637215,Private Citizens & Property,Firearms,0,0,0
137200,2.01E+11,2014,9,7,India,Jharkhand,23.755579,84.354205,Police,Firearms,0,0,0
137239,2.01E+11,2014,9,8,India,Jharkhand,23.710133,84.466641,Transportation,Explosives/Bombs/Dynamite,0,2,2
137290,2.01E+11,2014,9,9,India,Manipur,24.68211,93.920947,Police,Firearms,1,0,1
137291,2.01E+11,2014,9,9,India,Manipur,24.934442,94.282709,Police,Firearms,0,2,2
137375,2.01E+11,2014,9,11,India,Jharkhand,23.369968,85.325012,Religious Figures/Institutions,Explosives/Bombs/Dynamite,0,0,0
137409,2.01E+11,2014,9,12,India,Chhattisgarh,20.269877,81.489781,Government (General),Explosives/Bombs/Dynamite,0,1,1
137417,2.01E+11,2014,9,12,India,Odisha,19.086906,84.285289,Military,Explosives/Bombs/Dynamite,0,0,0
137419,2.01E+11,2014,9,12,India,Assam,26.144476,91.641939,Transportation,Explosives/Bombs/Dynamite,0,0,0
137471,2.01E+11,2014,9,13,India,Assam,26.555211,92.203317,Business,Explosives/Bombs/Dynamite,1,2,3
137485,2.01E+11,2014,9,13,India,Jharkhand,22.283989,85.571537,Police,Explosives/Bombs/Dynamite,0,0,0
137498,2.01E+11,2014,9,13,India,Andhra Pradesh,17.32125,82.040714,Violent Political Party,Unknown,1,0,1
137524,2.01E+11,2014,9,14,India,Jharkhand,23.239606,85.28324,Business,Incendiary,0,0,0
137554,2.01E+11,2014,9,15,India,Jammu and Kashmir,33.771712,74.094631,Military,Explosives/Bombs/Dynamite,2,1,3
137556,2.01E+11,2014,9,15,India,Maharashtra,20.271381,80.308505,Police,Explosives/Bombs/Dynamite,1,4,5
137557,2.01E+11,2014,9,15,India,Chhattisgarh,18.535134,80.886203,Unknown,Explosives/Bombs/Dynamite,0,3,3
137619,2.01E+11,2014,9,16,India,Jharkhand,23.652368,85.56121,Business,Incendiary,0,0,0
137644,2.01E+11,2014,9,17,India,Manipur,25.095998,94.359775,Business,Explosives/Bombs/Dynamite,2,2,4
137645,2.01E+11,2014,9,17,India,Manipur,24.830852,93.944396,Private Citizens & Property,Unknown,1,0,1
137664,2.01E+11,2014,9,17,India,Chhattisgarh,18.794349,80.881873,Police,Firearms,0,0,0
137721,2.01E+11,2014,9,19,India,Bihar,24.973625,86.724307,Telecommunication,Explosives/Bombs/Dynamite,0,0,0
137722,2.01E+11,2014,9,18,India,Bihar,25.067626,86.695582,Private Citizens & Property,Incendiary,0,0,0
137749,2.01E+11,2014,9,19,India,Assam,26.300278,91.4,Military,Explosives/Bombs/Dynamite,0,1,1
137760,2.01E+11,2014,9,19,India,Bihar,24.973625,86.724307,Telecommunication,Explosives/Bombs/Dynamite,0,0,0
137761,2.01E+11,2014,9,19,India,Bihar,24.881833,86.91805,Telecommunication,Explosives/Bombs/Dynamite,0,0,0
137762,2.01E+11,2014,9,19,India,Bihar,24.881833,86.91805,Business,Explosives/Bombs/Dynamite,0,0,0
137852,2.01E+11,2014,9,21,India,Jammu and Kashmir,34.083658,74.797368,Government (General),Firearms,1,0,1
137922,2.01E+11,2014,9,22,India,Assam,26.648861,92.545795,Private Citizens & Property,Unknown,0,0,0
137943,2.01E+11,2014,9,23,India,Manipur,25.478986,94.134744,Government (General),Firearms,0,1,1
137960,2.01E+11,2014,9,23,India,Jharkhand,22.864679,85.325553,Police,Firearms,0,0,0
138017,2.01E+11,2014,9,25,India,Manipur,24.908428,94.247329,Military,Explosives/Bombs/Dynamite,0,2,2
138047,2.01E+11,2014,9,26,India,Jammu and Kashmir,34.083295,74.797456,Police,Firearms,1,0,1
138055,2.01E+11,2014,9,26,India,Odisha,18.500447,83.048229,Private Citizens & Property,Firearms,1,0,1
138056,2.01E+11,2014,9,26,India,Odisha,18.93523,83.255711,Unknown,Explosives/Bombs/Dynamite,0,0,0
138083,2.01E+11,2014,9,27,India,Madhya Pradesh,23.328296,75.03471,Private Citizens & Property,Firearms,0,1,1
138090,2.01E+11,2014,9,27,India,Odisha,20.294886,85.827138,Unknown,Explosives/Bombs/Dynamite,0,0,0
138095,2.01E+11,2014,9,27,India,Chhattisgarh,18.940374,81.269901,Unknown,Explosives/Bombs/Dynamite,0,0,0
138096,2.01E+11,2014,9,27,India,Chhattisgarh,18.488393,80.942751,Police,Firearms,0,0,0
138243,2.01E+11,2014,9,29,India,Odisha,18.2263,81.619948,Private Citizens & Property,Unknown,1,0,1
138291,2.01E+11,2014,10,1,India,Manipur,24.797724,93.935738,Religious Figures/Institutions,Explosives/Bombs/Dynamite,1,6,7
138372,2.01E+11,2014,10,2,India,Tripura,23.606882,91.819644,Private Citizens & Property,Unknown,0,0,0
138444,2.01E+11,2014,10,4,India,Jammu and Kashmir,33.770158,74.093163,Military,Explosives/Bombs/Dynamite,1,1,2
138447,2.01E+11,2014,10,4,India,Odisha,18.166765,81.954187,Government (General),Firearms,1,0,1
138473,2.01E+11,2014,10,5,India,Jharkhand,23.863492,85.827328,Unknown,Explosives/Bombs/Dynamite,0,0,0
138476,2.01E+11,2014,10,5,India,Kerala,11.874478,75.370366,Violent Political Party,Explosives/Bombs/Dynamite,0,0,0
138528,2.01E+11,2014,10,6,India,Manipur,24.793794,93.947789,Police,Explosives/Bombs/Dynamite,0,1,1
138608,2.01E+11,2014,10,8,India,Manipur,24.955438,94.172493,Military,Explosives/Bombs/Dynamite,0,2,2
138648,2.01E+11,2014,10,9,India,Assam,26.818575,92.681141,Military,Explosives/Bombs/Dynamite,1,0,1
138656,2.01E+11,2014,10,9,India,Jharkhand,24.4157,87.302856,Telecommunication,Firearms,0,0,0
138667,2.01E+11,2014,10,9,India,Jharkhand,24.4157,87.302856,Telecommunication,Incendiary,0,0,0
138693,2.01E+11,2014,10,10,India,Mizoram,23.719517,92.29996,Business,Firearms,0,0,0
138704,2.01E+11,2014,10,10,India,Jammu and Kashmir,33.63602,74.032355,Unknown,Explosives/Bombs/Dynamite,0,0,0
138740,2.01E+11,2014,10,11,India,Assam,27.002071,94.226231,Business,Unknown,0,0,0
138799,2.01E+11,2014,10,12,India,Andhra Pradesh,17.380766,82.054487,Private Citizens & Property,Firearms,1,0,1
138943,2.01E+11,2014,10,15,India,Maharashtra,20.059902,80.447206,Unknown,Explosives/Bombs/Dynamite,0,0,0
138944,2.01E+11,2014,10,15,India,Maharashtra,19.561327,80.271159,Unknown,Explosives/Bombs/Dynamite,0,0,0
138980,2.01E+11,2014,10,16,India,Jammu and Kashmir,34.29283,74.389366,Military,Explosives/Bombs/Dynamite,0,2,2
139064,2.01E+11,2014,10,18,India,Chhattisgarh,18.391062,81.65924,Police,Firearms,1,0,1
139067,2.01E+11,2014,10,18,India,Maharashtra,19.49813,80.158059,Unknown,Explosives/Bombs/Dynamite,0,0,0
139112,2.01E+11,2014,10,19,India,Andhra Pradesh,17.051377,82.222717,Private Citizens & Property,Unknown,1,0,1
139177,2.01E+11,2014,10,21,India,Assam,26.402512,90.270948,Terrorists/Non-State Militia,Unknown,0,0,0
139180,2.01E+11,2014,10,21,India,Jharkhand,23.670093,86.149144,Transportation,Explosives/Bombs/Dynamite,0,0,0
139181,2.01E+11,2014,10,21,India,Jharkhand,23.574668,85.651084,Transportation,Explosives/Bombs/Dynamite,0,0,0
139221,2.01E+11,2014,10,22,India,Assam,26.661823,91.363446,Police,Unknown,0,0,0
139233,2.01E+11,2014,10,22,India,Odisha,19.890014,84.981394,Government (General),Firearms,0,4,4
139234,2.01E+11,2014,10,22,India,Chhattisgarh,19.60001,81.67,Military,Explosives/Bombs/Dynamite,0,0,0
139259,2.01E+11,2014,10,23,India,Tripura,23.606882,91.819644,Military,Firearms,1,0,1
139263,2.01E+11,2014,10,23,India,Jammu and Kashmir,33.71986,75.082476,Police,Firearms,1,0,1
139267,2.01E+11,2014,10,23,India,Assam,25.846525,93.429875,Private Citizens & Property,Firearms,1,0,1
139305,2.01E+11,2014,10,24,India,Assam,26.800133,92.967172,Private Citizens & Property,Explosives/Bombs/Dynamite,0,5,5
139354,2.01E+11,2014,10,25,India,Jharkhand,24.357421,87.422726,Military,Firearms,0,0,0
139363,2.01E+11,2014,10,25,India,Manipur,24.663717,93.906269,Private Citizens & Property,Firearms,0,0,0
139437,2.01E+11,2014,10,27,India,Assam,26.182022,91.750665,Business,Explosives/Bombs/Dynamite,0,1,1
139439,2.01E+11,2014,10,27,India,West Bengal,23.279872,88.209662,Private Citizens & Property,Explosives/Bombs/Dynamite,3,0,3
139472,2.01E+11,2014,10,28,India,Meghalaya,25.915814,90.644159,Educational Institution,Firearms,0,0,0
139517,2.01E+11,2014,10,29,India,Bihar,26.600768,85.843505,Business,Explosives/Bombs/Dynamite,0,1,1
139538,2.01E+11,2014,10,30,India,Odisha,18.114916,81.744415,Private Citizens & Property,Firearms,1,0,1
139589,2.01E+11,2014,10,31,India,Jammu and Kashmir,33.716894,74.835873,Military,Explosives/Bombs/Dynamite,0,0,0
139699,2.01E+11,2014,11,2,India,Manipur,24.986384,93.503507,Business,Incendiary,0,0,0
139711,2.01E+11,2014,11,3,India,Jharkhand,23.1477,84.702817,Terrorists/Non-State Militia,Firearms,7,0,7
139716,2.01E+11,2014,11,3,India,Manipur,24.879423,93.929199,Terrorists/Non-State Militia,Explosives/Bombs/Dynamite,1,0,1
139746,2.01E+11,2014,11,4,India,Arunachal Pradesh,28.315955,94.724049,Military,Firearms,0,0,0
139747,2.01E+11,2014,11,4,India,Jammu and Kashmir,34.286751,74.462416,Police,Explosives/Bombs/Dynamite,0,0,0
139748,2.01E+11,2014,11,4,India,Jammu and Kashmir,33.922147,75.015078,Police,Firearms,0,2,2
139753,2.01E+11,2014,11,4,India,Jammu and Kashmir,34.409317,74.358014,Private Citizens & Property,Firearms,0,0,0
139824,2.01E+11,2014,11,5,India,Chhattisgarh,18.750202,80.882291,Police,Explosives/Bombs/Dynamite,0,0,0
139827,2.01E+11,2014,11,5,India,Meghalaya,25.548505,90.326602,Private Citizens & Property,Firearms,0,1,1
139829,2.01E+11,2014,11,5,India,Chhattisgarh,18.84563,81.383933,Business,Incendiary,0,0,0
139863,2.01E+11,2014,11,6,India,Odisha,19.41861,83.812917,Government (General),Melee,1,0,1
139899,2.01E+11,2014,11,8,India,Jammu and Kashmir,33.595389,75.162722,Police,Firearms,0,2,2
139930,2.01E+11,2014,11,8,India,Manipur,24.67517,93.900081,Government (General),Explosives/Bombs/Dynamite,0,0,0
140009,2.01E+11,2014,11,10,India,West Bengal,22.572646,88.363895,Government (General),Explosives/Bombs/Dynamite,0,0,0
140014,2.01E+11,2014,11,10,India,Assam,27.395392,95.621735,Business,Explosives/Bombs/Dynamite,0,0,0
